age,income,emp_years,grade,loan_amount,interest_rate,status,percent_income,credit_history,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_purpose_EDUCATION,loan_purpose_HOMEIMPROVEMENT,loan_purpose_MEDICAL,loan_purpose_PERSONAL,loan_purpose_VENTURE,default_history_Y,age_income_ratio,loan_income_ratio
21,45432,4.0,1,5000,9.88,0,0.11,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00046222926571579505,0.1100545870751893
24,83100,5.0,4,5000,16.35,0,0.06,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0002888086642599278,0.06016847172081829
22,84996,6.0,2,5000,12.23,0,0.06,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.00025883570991576074,0.05882629770812744
26,73000,0.0,3,5000,15.31,1,0.07,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.00035616438356164383,0.0684931506849315
23,45500,5.0,2,14000,14.72,0,0.31,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0005054945054945055,0.3076923076923077
26,39500,6.0,3,15250,15.05,1,0.39,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0006582278481012658,0.3860759493670886
23,85000,2.0,1,5000,11.58,0,0.06,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0002705882352941176,0.058823529411764705
21,45600,5.0,0,6000,6.03,0,0.13,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004605263157894737,0.13157894736842105
23,45600,7.0,0,14000,7.9,0,0.31,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005043859649122807,0.30701754385964913
23,85272,7.0,1,5000,11.11,0,0.06,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00026972511492635333,0.05863589454920724
23,45600,3.0,2,12000,14.65,0,0.26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0005043859649122807,0.2631578947368421
26,45600,9.0,2,10000,15.27,0,0.22,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0005701754385964912,0.21929824561403508
23,88000,1.0,1,5000,10.99,0,0.06,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00026136363636363634,0.056818181818181816
23,45600,4.0,1,3000,11.49,0,0.07,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005043859649122807,0.06578947368421052
23,45600,7.0,2,10000,16.11,0,0.22,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0005043859649122807,0.21929824561403508
25,45600,7.0,2,13000,12.99,0,0.29,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005482456140350877,0.2850877192982456
25,76000,2.0,4,5000,17.19,1,0.07,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0003289473684210526,0.06578947368421052
26,90000,4.0,3,5000,16.77,0,0.06,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0002888888888888889,0.05555555555555555
23,78000,0.0,0,5000,6.62,1,0.06,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0002948717948717949,0.0641025641025641
23,90000,7.0,2,5000,15.96,0,0.06,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0002555555555555556,0.05555555555555555
24,90000,0.0,1,5000,10.59,0,0.06,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002666666666666667,0.05555555555555555
24,90000,5.0,1,5000,9.99,0,0.06,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0002666666666666667,0.05555555555555555
24,45600,0.0,0,7200,6.91,0,0.16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005263157894736842,0.15789473684210525
25,45600,6.0,0,15000,5.79,0,0.33,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005482456140350877,0.32894736842105265
21,39600,5.0,0,6400,6.91,1,0.16,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005303030303030304,0.16161616161616163
22,90000,4.0,3,5000,14.96,0,0.06,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.00024444444444444443,0.05555555555555555
22,45600,5.0,1,2000,10.36,0,0.04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004824561403508772,0.043859649122807015
23,45600,7.0,1,1000,9.62,0,0.02,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005043859649122807,0.021929824561403508
25,80000,8.0,3,5000,14.96,1,0.06,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0003125,0.0625
20,94000,4.0,3,5000,16.02,0,0.05,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0002127659574468085,0.05319148936170213
22,45600,5.0,1,9500,10.38,0,0.21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004824561403508772,0.20833333333333334
23,95004,2.0,0,5000,9.63,0,0.05,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00024209506968127657,0.05262936297419056
22,45600,6.0,2,1800,13.48,0,0.04,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004824561403508772,0.039473684210526314
26,97500,10.0,4,5000,18.39,0,0.05,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0002666666666666667,0.05128205128205128
22,45600,3.0,0,1600,7.88,0,0.04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004824561403508772,0.03508771929824561
23,86004,0.0,3,5000,14.84,1,0.06,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00026742942188735406,0.058136830845076974
22,39600,6.0,2,4650,10.28,1,0.12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005555555555555556,0.11742424242424243
26,45608,8.0,0,11000,6.62,0,0.24,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005700754253639712,0.24118575688475705
22,45673,6.0,0,7000,7.88,0,0.15,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00048168502178529984,0.1532634160225954
22,45691,5.0,0,7000,7.14,0,0.15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004814952616489024,0.15320303779737804
22,39696,4.0,1,14125,12.42,1,0.36,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005542120112857719,0.355829302700524
23,100000,5.0,0,5000,6.03,0,0.05,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.05
23,100000,5.0,0,5000,8.49,0,0.05,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00023,0.05
24,100000,1.0,0,5000,10.99,0,0.05,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024,0.05
23,45843,2.0,1,11000,11.71,0,0.24,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0005017123661191458,0.23994939249176536
22,39868,2.0,3,2400,16.02,1,0.06,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0005518210093307916,0.060198655563359085
22,102240,6.0,4,5000,19.03,0,0.05,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00021517996870109546,0.04890453834115806
25,39896,0.0,0,9250,9.63,1,0.23,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0006266292360136355,0.23185281732504512
22,45900,1.0,0,6400,8.59,0,0.14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004793028322440087,0.1394335511982571
26,103992,10.0,0,5000,7.88,0,0.05,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00025001923224863453,0.048080621586275865
26,45900,10.0,2,11500,13.79,0,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0005664488017429193,0.25054466230936817
23,106000,7.0,0,5000,7.88,0,0.05,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0002169811320754717,0.04716981132075472
22,45975,6.0,1,10375,10.99,0,0.23,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00047852093529091895,0.22566612289287658
25,106000,4.0,1,5000,10.99,0,0.05,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0002358490566037736,0.04716981132075472
23,45992,7.0,0,10000,5.42,0,0.22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000500086971647243,0.21742911810749696
25,39996,9.0,3,1500,10.99,1,0.04,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006250625062506251,0.0375037503750375
24,80155,8.0,5,5000,10.99,1,0.05,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0002994198739941364,0.062379140415445074
24,108000,8.0,1,5000,12.69,0,0.05,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00022222222222222223,0.046296296296296294
25,45996,0.0,0,3850,10.99,0,0.08,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005435255239586051,0.08370293068962519
21,45996,5.0,0,10000,5.79,0,0.22,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004565614401252283,0.21741020958344204
23,108000,7.0,0,5000,7.66,0,0.05,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00021296296296296298,0.046296296296296294
26,45996,5.0,0,9225,10.99,0,0.2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005652665449169493,0.20056091834072529
24,45996,6.0,2,8500,10.99,0,0.18,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005217845030002609,0.18479867814592574
25,110000,2.0,1,5000,9.99,0,0.05,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00022727272727272727,0.045454545454545456
22,111460,3.0,1,5000,11.71,0,0.04,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019738022609007715,0.04485914229319935
25,112000,7.0,1,5000,10.25,0,0.04,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002232142857142857,0.044642857142857144
24,115000,1.0,0,5000,8.9,0,0.04,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00020869565217391305,0.043478260869565216
24,88400,8.0,3,5000,10.99,1,0.05,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0002714932126696833,0.05656108597285068
24,116300,6.0,3,5000,14.96,0,0.04,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00020636285468615648,0.04299226139294927
23,120000,2.0,0,5000,10.99,0,0.04,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00019166666666666667,0.041666666666666664
23,45996,7.0,2,10000,13.16,0,0.22,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005000434820419167,0.21741020958344204
26,120000,3.0,0,5000,7.68,0,0.04,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00021666666666666666,0.041666666666666664
25,120000,6.0,2,5000,13.79,0,0.04,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00020833333333333335,0.041666666666666664
22,114000,2.0,3,5000,15.31,1,0.04,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00019298245614035088,0.043859649122807015
26,135000,10.0,1,5000,11.36,0,0.04,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0001925925925925926,0.037037037037037035
24,137481,8.0,1,5000,10.99,0,0.04,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000174569576886988,0.03636866185145584
24,46000,2.0,1,10075,12.42,0,0.22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005217391304347826,0.2190217391304348
23,46000,7.0,0,5000,6.62,0,0.11,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0005,0.10869565217391304
23,138000,1.0,3,5000,14.91,1,0.04,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,0.036231884057971016
24,117300,4.0,2,5000,13.23,1,0.04,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00020460358056265986,0.042625745950554135
26,46000,3.0,1,11000,12.69,0,0.24,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005652173913043478,0.2391304347826087
25,21600,0.0,1,5200,11.86,1,0.24,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0011574074074074073,0.24074074074074073
22,24000,0.0,2,5200,13.49,0,0.22,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0009166666666666666,0.21666666666666667
25,25000,1.0,2,5200,12.53,0,0.21,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.001,0.208
25,46000,4.0,2,2125,12.99,0,0.05,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0005434782608695652,0.04619565217391304
23,46000,1.0,0,3000,5.42,0,0.07,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0005,0.06521739130434782
21,26000,5.0,1,5200,12.53,0,0.2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0008076923076923077,0.2
23,30000,1.0,2,5200,15.96,0,0.17,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0007666666666666667,0.17333333333333334
23,46000,6.0,0,15000,6.99,0,0.33,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0005,0.32608695652173914
25,30000,2.0,4,5200,17.19,1,0.17,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334,0.17333333333333334
25,32160,9.0,2,5200,14.65,0,0.16,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000777363184079602,0.16169154228855723
23,35000,0.0,2,5200,13.92,0,0.15,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006571428571428571,0.14857142857142858
22,36850,3.0,1,5200,12.42,0,0.14,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005970149253731343,0.14111261872455902
25,38000,5.0,1,5200,10.74,0,0.14,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006578947368421052,0.1368421052631579
23,38000,1.0,0,5200,7.88,0,0.14,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0006052631578947369,0.1368421052631579
22,46000,6.0,2,6000,12.68,0,0.13,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0004782608695652174,0.13043478260869565
23,24000,3.0,0,5250,7.66,1,0.22,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0009583333333333333,0.21875
24,46000,8.0,0,2000,7.66,0,0.04,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005217391304347826,0.043478260869565216
22,46000,6.0,1,4000,10.37,0,0.09,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0004782608695652174,0.08695652173913043
23,45000,3.0,1,5275,10.39,0,0.12,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005111111111111112,0.11722222222222223
24,57600,3.0,2,5275,13.49,0,0.09,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0004166666666666667,0.0915798611111111
23,46000,2.0,1,10000,10.36,0,0.22,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005,0.21739130434782608
23,23340,8.0,0,5300,7.9,0,0.23,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000985432733504713,0.22707797772065125
22,24996,4.0,2,5300,15.23,0,0.21,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0008801408225316051,0.21203392542806848
24,46000,5.0,1,10000,9.99,0,0.22,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005217391304347826,0.21739130434782608
25,26400,5.0,0,5300,8.49,0,0.2,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000946969696969697,0.20075757575757575
23,46000,4.0,0,3000,7.88,0,0.07,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005,0.06521739130434782
24,28800,0.0,2,5300,15.27,0,0.18,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0008333333333333334,0.1840277777777778
25,30000,1.0,2,5300,15.27,0,0.18,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334,0.17666666666666667
22,30000,2.0,4,5300,17.99,1,0.18,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0007333333333333333,0.17666666666666667
24,30000,3.0,3,5300,15.28,1,0.18,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0008,0.17666666666666667
21,47000,1.0,0,5300,7.66,0,0.11,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00044680851063829785,0.1127659574468085
22,50004,5.0,3,5300,14.42,0,0.11,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00043996480281577473,0.10599152067834573
22,65000,3.0,0,5300,6.62,0,0.08,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00033846153846153846,0.08153846153846153
25,40000,5.0,1,15000,11.36,1,0.38,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000625,0.375
21,22000,4.0,1,5325,12.42,1,0.24,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0009545454545454546,0.24204545454545454
21,32000,5.0,2,5325,14.27,0,0.17,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00065625,0.16640625
23,46000,6.0,1,8000,11.48,0,0.17,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.17391304347826086
24,24000,0.0,1,5375,10.99,0,0.22,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001,0.22395833333333334
24,26000,1.0,2,5375,13.47,0,0.21,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0009230769230769231,0.20673076923076922
24,18000,3.0,3,5400,15.99,1,0.3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0013333333333333333,0.3
22,18000,2.0,2,5400,15.23,1,0.3,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012222222222222222,0.3
25,46000,1.0,2,8600,10.99,0,0.19,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005434782608695652,0.18695652173913044
22,46000,3.0,0,6000,7.68,0,0.13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004782608695652174,0.13043478260869565
23,21600,0.0,2,5400,10.99,0,0.25,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010648148148148149,0.25
26,24000,3.0,1,5400,11.49,0,0.23,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0010833333333333333,0.225
26,25300,2.0,3,5400,16.02,1,0.21,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0010276679841897233,0.2134387351778656
21,46000,5.0,3,10000,14.74,0,0.22,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0004565217391304348,0.21739130434782608
23,26400,7.0,1,5400,10.38,0,0.2,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0008712121212121212,0.20454545454545456
21,46002,4.0,3,4000,10.99,0,0.09,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0004565018912221208,0.08695274118516587
26,30000,3.0,1,5400,10.0,0,0.18,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0008666666666666666,0.18
22,32000,1.0,3,5400,16.29,1,0.17,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0006875,0.16875
26,33600,0.0,0,5400,10.99,0,0.16,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0007738095238095238,0.16071428571428573
23,35000,7.0,1,5400,10.59,0,0.15,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0006571428571428571,0.15428571428571428
23,46113,4.0,3,9000,15.99,0,0.2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0004987747489861861,0.1951727278641598
25,46116,9.0,2,10000,11.03,0,0.22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005421111978489028,0.21684447913956112
25,46144,9.0,0,1500,7.49,0,0.03,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0005417822468793342,0.032506934812760055
23,35000,5.0,2,5400,12.84,0,0.15,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0006571428571428571,0.15428571428571428
26,36000,4.0,0,5400,8.9,0,0.15,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0007222222222222222,0.15
22,45000,4.0,0,5400,7.29,0,0.12,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0004888888888888889,0.12
25,54000,9.0,0,5400,7.88,0,0.1,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000462962962962963,0.1
23,55000,3.0,1,5400,11.99,0,0.1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004181818181818182,0.09818181818181818
24,46325,6.0,0,3600,7.68,0,0.08,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005180787911494873,0.07771181867242309
22,57500,4.0,0,5400,5.42,0,0.09,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00038260869565217393,0.09391304347826086
25,46350,0.0,1,9750,10.0,0,0.21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0005393743257820927,0.21035598705501618
23,46394,7.0,2,15000,13.47,0,0.32,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004957537612622322,0.3233176703884123
23,60000,4.0,0,5400,7.49,0,0.09,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00038333333333333334,0.09
23,63000,3.0,3,5400,14.54,0,0.09,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0003650793650793651,0.08571428571428572
23,46450,6.0,0,10000,5.42,0,0.22,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0004951560818083962,0.21528525296017223
26,46464,1.0,1,15000,12.21,0,0.32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.000559573002754821,0.3228305785123967
22,58617,6.0,3,5400,15.21,1,0.09,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00037531774058720166,0.09212344541685859
22,46500,3.0,0,13000,7.29,0,0.28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004731182795698925,0.27956989247311825
22,69108,2.0,4,5400,15.95,1,0.08,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00031834230479828676,0.07813856572321584
24,112000,5.0,2,5400,15.27,0,0.05,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00021428571428571427,0.048214285714285716
22,22718,3.0,1,5425,11.99,0,0.24,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0009683951052029228,0.2387974293511753
23,46500,2.0,3,6000,10.99,0,0.13,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0004946236559139785,0.12903225806451613
22,46500,1.0,1,4000,10.62,0,0.09,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0004731182795698925,0.08602150537634409
24,40500,8.0,1,8500,10.99,1,0.21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005925925925925926,0.20987654320987653
21,46500,5.0,3,1300,14.96,0,0.03,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00045161290322580643,0.02795698924731183
26,83004,7.0,0,5450,7.9,0,0.07,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00031323791624500024,0.06565948628981735
24,46500,0.0,2,16000,12.53,0,0.34,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0005161290322580645,0.34408602150537637
22,46500,1.0,1,12000,12.21,0,0.26,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0004731182795698925,0.25806451612903225
23,46551,7.0,1,15000,10.62,0,0.32,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004940817597903375,0.3222272346458723
21,14400,4.0,1,5500,11.48,1,0.38,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0014583333333333334,0.3819444444444444
21,15192,4.0,2,5500,13.11,1,0.36,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.001382306477093207,0.36203264876250657
26,15436,4.0,0,5500,7.88,1,0.36,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016843741902047163,0.35630992485099766
25,18000,1.0,1,5500,11.71,1,0.31,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001388888888888889,0.3055555555555556
23,19136,4.0,4,5500,17.93,1,0.29,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.001201923076923077,0.28741638795986624
23,46776,7.0,3,15000,13.24,0,0.32,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000491705147939114,0.3206772703950744
25,40800,5.0,4,7000,19.03,1,0.17,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0006127450980392157,0.1715686274509804
26,46800,3.0,1,12725,12.42,0,0.27,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005555555555555556,0.2719017094017094
23,46800,4.0,0,5000,6.99,0,0.11,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0004914529914529915,0.10683760683760683
23,20400,5.0,3,5500,10.99,0,0.27,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0011274509803921569,0.2696078431372549
